Species,Lineage,Sublineage,ST,Clonal_group,Genetic_cluster
C. diphtheriae,0_0,SL384,384,ClG384,GC3
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. belfantii,2_0,SL169,169,ClG10064,GC685
C. diphtheriae,0_23,SL822,822,ClG865,GC107
C. rouxii,1_0,SL537,855,ClG855,GC494
C. diphtheriae,0_0,SL377,377,ClG10117,GC25
C. diphtheriae,0_5,SL100,100,ClG10338,GC1110
C. diphtheriae,0_5,SL100,100,ClG10338,GC1110
C. diphtheriae,0_0,SL384,962,ClG962,GC530
C. diphtheriae,0_5,SL100,100,ClG10338,GC1110
C. diphtheriae,0_0,SL297,103,ClG103,GC1111
C. diphtheriae,0_5,SL100,100,ClG10338,GC1110
C. diphtheriae,0_5,SL100,100,ClG10338,GC1110
C. diphtheriae,0_5,SL100,100,ClG10338,GC1110
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL40,1026,ClG10318,GC1086
